rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,"Ermahgerd, an ersome hert","You guys need to get this hat! I'm a petite adult female (lol that makes me sound like some breed of dog) and I have kind of a small head. All the adult sized hats sized small are still too large in circumference. So here is a pic of me in the hat so you can see what it looks like. I was in an Athleta fashion show, lol. I am really not made for the runway. I tried to do a little pirouette thingy and my shoes with their rubber bottoms kinda got stuck as I spun around and it looked super awkward. Anyway, I digress. The hat. The quality is good for a &#34;made in China&#34; item, the inner brim is not at all itchy. It's not the most ventilatory thing to wear in 190 million percent humidity, but as my mother always said, pain is the price for beauty. I also purchased the hat in another color. You really can't go wrong with this accessory! So buy it now!! :-)","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ie57zBDHL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ie57zBDHL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ie57zBDHL.jpg', 'attachment_type': 'IMAGE'}]",B00D7SVEKC,B07L6QT33F,AGGZ357AO26RQZVRLGU4D4N52DZQ,1440038761000,20,True
5.0,These are the slippers of boots - totally comfortable the minute you slide your feet inside,"These are the slippers of boots - totally comfortable the minute you slide your feet inside.<br /><br />Sizing: I normally wear a straight-up size 6.5 in boots, really no matter the brand. I like to wear a normal-thickness pair of tight athletic socks. I almost bought a size 6 after reading some of the reviews about the boots being way too large, but I ended up going with my gut and sticking with a 6.5. I'm so glad I did - they are the perfect fit. Just enough room in the toe box with socks on. I think that if you have narrow feet, the boots might feel too loose for you around the side of the foot. I have a normal width, so they felt comfortable to me. Keep in mind that you can somewhat adjust the tightness of the boot with those side button things. They are a little difficult to work with, but it's doable. If this helps, I wear a 7 in Merrell's hiking shoes, so I somewhat sized down into my usual boot size to purchase these.<br /><br />Arch support: kind of meh, but not terrible either. I'd rate it somewhere in-between. You can always swap out the insoles for your custom orthotics.<br /><br />Style: intended to be somewhat comfy-slouchy, so if you're looking for a more stiffly-conforming boot, I would recommend you try a different style. These have a kind of an urban mod feel to them, which I love!",[],B00HF64G7U,B00HF64G7U,AGGZ357AO26RQZVRLGU4D4N52DZQ,1413130406000,32,True
1.0,Surprisingly disappointing,"As a long-time wearer of Wacoal bras, I was really excited to receive this in the mail. However, I found myself so disappointed in this bra that I sent it back to Amazon. I think I am going to spend the extra $20 to get the other model bra mentioned in other reviews! Here are the problems I had with the bra:<br /><br />Material: It feels much more cheap than my other Wacoal bras. Also, there is a little ring on each bra strap that attaches it to the band, and I don't have much confidence that it will hold together.<br /><br />Band: There are only 2 hook-and-eye closures on the back of the bra (I wear a 32DD). This feels insufficient compared to my other Wacoals.<br /><br />Sizing: The bra, for me, runs larger than expected. Every single one of my Wacoal bras is a 32DD, and the cup size on this model is too big. I have not lost weight as I immediately put on a different Wacoal bra in the same size, and it still fits perfectly.<br /><br />I am a huge proponent of Wacoal bras - just not this particular model.",[],B003MZ01CM,B003MZ01CM,AGGZ357AO26RQZVRLGU4D4N52DZQ,1370958618000,4,True
5.0,Lovely piece!,"My sister got this for me as a ""just because"" gift. I absolutely love it! The gems on the necklace are really ornate and it's an unusual piece of jewelry. The copper color makes it stand out from the typical silver or gold in other jewelry. Perfect long length & weight - the magnifying glass even works (a little bit). :-)",[],B000W7IECW,B009RTBRVG,AGGZ357AO26RQZVRLGU4D4N52DZQ,1349041740000,0,False
5.0,Adorable- My Son loves his shirt! Peace out single digits!,Came super fast and was a hit - went with his theme and he loves the shirt !,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71AHJPXgNWL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71AHJPXgNWL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71AHJPXgNWL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B3ZCMVDK,B07TVHSDMQ,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1665060712748,0,True
5.0,Good quality bow tie,"Very nice bowtie.  Great price.  Very adjustable (wide range), my son should be able to wear for quite a while. Thanks!",[],B07JFW2T4H,B0773MFW9C,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1571664616179,0,True
5.0,Super comfortable and well made!,"So comfy! I made the mistake of trying these on before trying the Lindsey style on - which ruined it for me because the waistband makes these SO Comfortable! Especially since I'm a curvy girl. I bought both styles and while I do love the extra style, details and pockets on the Lindsey I'm returning those and buying another of these Morgan because for me comfort rules the world. That said these are also very flattering! Well made as well. I'd recommend especially if you have a curvy figure!",[],B00GC547RY,B013R5TGMM,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1491713380000,4,True
4.0,What you expect from Keen!,Great keen quality and durability. Fits true to size. Goes with just about everything and seems like it will stand up to a beating by my toddler...,[],B00RDJE9H6,B00RDJE9H6,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1473551398000,1,True
4.0,Soft and sweet!,Cute dress and a great deal. Very soft and comfortable! Fun with the bits of glitter and sparkle! Very happy with this for my gal!,[],B01BKT87X6,B01AXSSY4M,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1473551260000,0,True
5.0,Great Set!!!,Love this brand and this set. Nice one to mix and match and layer up or down depending on the weather. Jelly and the pug always has great quality and this set delivers as expected on quality. It does fit true to size but will be bigger when it arrives as it is 100% cotton and will shrink when washed and dried. It is also a swing dress so the cut is bigger and roomy if you expect a more fitted look this is not the dress style for you! But its adorable and we love it!,[],B01BY4IYP8,B01BPZRR22,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1473551128000,1,True
5.0,I love these slides,I love these slides. Very nice leather and great buckle accent. Overall very nicely made. Right now they are still kind of stiff to slide on but they havent bothered my feet at all- leather is nice quality and i know it will soften and give a bit once worn.,[],B011VWUKQE,B011VWUKQE,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1472247671000,0,True
3.0,Cute but hurt my daughters feet,At first I really liked these but then the inside mesh area seam/where the stitching meets messed up my daughters foot pretty badly. Won't be putting them on her again. Wouldn't recommend at all but maybe its just her pair...Sad because they are useful and pretty cute but not worth the tore up feet,[],B00M8E5O2K,B00M8E5O2K,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1471552432000,0,True
5.0,Cute and comfortable hoops! My wardrobe staple!,Hoops are a wardrobe staple for me- I go through a lot of them and I was happy to find these! Love these hoops-got them in &#34;yellow gold&#34; and plain steel &#34;silver&#34; definitely plan on getting more tones and styles. They are the perfect size and weight. Super comfortable.,[],B00E1GYC6W,B0BXC3M958,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1471551081000,0,True
4.0,Narrow toe area but breaks in after a bit...CUTE shoe,The only reason I didn't give these 5 stars is because they are a little narrow in the toes. I can honestly tell you that I had planned on returning these right off the bat after trying them on out of the box but then I got busy and the return window lapsed so I was stuck with what I thought were &#34;unusable&#34; shoes because of that narrow toe :(- HOWEVER! because I was stuck with them I thought well I mind as well walk around in them and they actually began to give some in the toe and are totally wearable and fairly comfortable once broken in a bit. PLUS after I started trying to break them in- my fiancée noticed them immediately ( and lets just say he doesn't give me a ton of shoe compliments without being asked!) and he LOVES the look of them - he always talks about them being my cute &#34;pink shoes&#34;... ahem... meaning I should wear them. So give them a chance! But may not the best if you have very wide feet my width are usually average...,[],B01360ACAS,B01360ACAS,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1471545841000,0,True
3.0,On the small side...,"This are very cute flip flops but in my experience ran small, which is the primary reason for star reduction. My son wears an 11 now but was unable to wear these- footbed was too short and they were a bit narrow as well. Not sure if it was just this pair or this style in general. I have not had this issue with other stride rite footwear.",[],B00ZXN4TIS,B00ZXLMUF4,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1464898818000,0,True
5.0,Five Stars,Great pants I get lots of compliment on these....,[],B017TB8S56,B0921PKFQ9,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1461103484000,0,True
5.0,Five Stars,Does its job nicely for work - Nursing!,[],B001UHMUXC,B001UHMUXC,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1452650548000,0,True
5.0,COZY!,This fleece is so nice and cozy for my boy! I wish I could find one for my toddler!! I'd definitely recommend!,[],B00ZL3AW18,B079YXJ4R9,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1452647744000,0,True
5.0,Great for bring on your feet!!! ... but use caution when sitting for extended periods,"I bought these for nursing clinicals. I've only had them a week but they seem very comfortable and fit the bill! I will say they are more for being in your feet constantly - which is great, but the restriction at the top of the foot ( which is not there when standing) can make your feet fall asleep if sitting too long ( I found this out while sitting in a lecture) but there very roomy and comfortable. Happy with my purchase.",[],B00EALTDO4,B0098X5DAM,AGKASBHYZPGTEPO6LWZPVJWB2BVA,1445207786000,0,True
4.0,Runs VERY small...,"DEFINITELY size up one or two sizes. Large was way too tight on me, but I kept it as incentive to get back to a size medium later on. I'll probably order this again in an XL because it really is a cute top and very comfortable material.",[],B08K2Q3447,B08K31FCDT,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1676602267120,1,True
5.0,HALLELUJAH WE HAVE SOCKS THAT FIT,Finally. Socks that fit my dad's extremely swollen feet from a medical issue. He can now have comfortable socks to lounge in. Well worth the price since we literally can't find this size anywhere else. Thank you!!!,[],B00CNV9AQY,B0BGJ85RYM,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1676601865253,0,True
2.0,Cheap material,The style is cute but the material seems very cheap. The chest bodice area looked weird on. I returned it.,[],B08TVRNR9R,B0943Y5LJ1,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1676601720832,0,True
4.0,Warmth Above All,"Extremely thick and warm. I really find it to be very bulky (thick material) hence why I negated a star. If you're looking to keep warm and be cozy look no further, this is HOT.",[],B07PHW1VZW,B07PDP14YY,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1676601376389,0,True
5.0,"Great fit, nice print!",It fits nicely. A bit tighter on arms but I like that because its more form fitting. The print is very bold and easy to see from across the room. Very happy!,[],B0BV3GKGTG,B08R8W8GP9,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1676509002873,0,True
5.0,My favorite hats at the moment.....,These are SO warm and have fleece lining on the inside! Buy them.....I promise you'll be happy.,[],B08B88M43K,B0B51SHVKW,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1671844565657,0,True
5.0,KEEPS ANYTHING IN PLACE.,"Do not expect to get this tape off within 24hrs of putting it on. Someone had a frayed hem for a wedding I went to and I was able to use this to HEM her top to her shoulder so it stayed in place. It WILL damage very delicate lace or clothing so be careful where you put it. Other than that, it did its' job of keeping the top of my dress in place very nicely. And I only used a few pieces out of the HUNDRED in the pack.",[],B088F8V97M,B088F8PM6L,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1648513134670,0,True
5.0,WASHES WELL. Stays New-looking.,"I like these compression socks a lot. Comfortable and really absorb excess moisture. I use them at work where I'm in retail and on my feet all day. I also use in the gym and they absorb well. The best part is how well they wash. No balling, yet.",[],B08DCT986P,B09871KL8Z,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1637635724968,0,True
5.0,PERFECT Workout Motivator. Brings Out Inner Strength.,"The cut is beautiful....I am a 38DD and currently 155lbs. The large was perfect out of the bag, with about a half inch of room for arms, chest and tummy in case it shrinks a bit, which I expect it to. Nice stretchy material. I WISH this came in more colors as I would definitely order in a rose pink or very light aqua. The white lettering contrasts with the 'angry' message and I think gives more comedic effect that way.",[],B07LBQ263M,B07LBP3L54,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1600753653091,1,True
1.0,Yikes. What you see is definitely not what you get.,"Terrible, Low Quality material. Would have returned it but I already washed it. Material is much thinner than it appears in photo and would probably only keep you warm if you sat in a sauna. The photo material looks like a thick polyester material you would HOPE is inner lined with fleece. Keep dreaming.<br /><br />The outer material is actually a cheap cotton tee shirt-like material with an abrasive texture on inside that mimics sweats but not quite.<br /><br />After two washings, the hood ties are already fraying apart at the knotted ends and have almost completely faded, even while using Cheer color guard. They definitely overpriced this product for the quality you receive. Don't bother.",[],B00PUXB1UK,B00PUXB1UK,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,1454486129000,0,True
