rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,These work!,These really work! I like having one in my bathroom near the medicine cabinet when I'm getting ready for work and one on the wall by my desk connected to the charger. This way I don't lose it or get water on it.,[],B07MV4KV8S,B09TSCZWX5,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1557757060457,1,True
5.0,Finally something I can Hang onto!,These big phones are so hard for me to hang onto in my little hand. This case with a popsocket is the best!,[],B01JTI3VIG,B01JTI3VIG,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1557756883381,0,True
5.0,"Great, great, great!","Works great, looks great, sticks, great!",[],B01MZIG15J,B06VXYPWMC,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1530231902311,0,True
5.0,Great value!,"Some people have given this less favorable reviews. My feeling is that for the price, It's VERY good. It's grippy, it fits well, the portals are unobstructed and it's slim. Not bulky at all. I wish they had more colors because, for the price, I would have several. My popsocket sticks to it too!",[],B01JTI2K3S,B08FLGTLBQ,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1530231753869,0,True
4.0,Great fit and love the color,Great fit and love the color. Just enough grip and non-skid in the car. The charger is a little bit annoying to plug in because the bottom tend to overlap a tiny bit so you have to plug in at an angle...but it works fine.,[],B01LVXS6C0,B01LVXS6C0,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1519316898712,0,True
3.0,It's ok,It's hard to separate the ring from the inner circle..it's hard to grab. It does at least rotate. Now laying your phone flat is not an option though.,[],B0719X5WJ5,B0719X5WJ5,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1504830208331,0,True
2.0,Don't try to tighten it up!!,"Putting it on a night stand drawer or top of headboard.  Just don't try to tighten it up to where it doesn't slip off.  When the husband tightened his up it popped off and cracked the head on the base.  Hope they stand behind the product, we will see?",[],B07KJH11VV,B07KJH11VV,AFE337D2J37YRU5U6MVTVKNDKWDA,1606781266760,0,True
5.0,Does a good job of protecting my phone,We've survived a few drops. Nice case.,[],B0746YX7J7,B0746YX7J7,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1540324237308,0,True
5.0,"Light, good sound, cheaper than most","I got these for my wife and she loves them. They fit her really well and sound pretty good. I wouldn't compare them to something like bose qc 35 or sony's flagship, but rather to offerings from mpow,anker,aukey etc. I think they perform just as good as the 60-80 dollar competitors.",[],B086WK9QH7,B0C5XPBMHM,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1599158604740,0,True
5.0,Perfect and easy,"Went on perfect. Clean phone with wet wipe, then dry wipe. then microfiber and dust pickup stickers. Pull the tab off and lay the glass screen on the phone. It should go on with the bubbles escaping by itself. Took ten minutes and I have no bubbles or dust under the screen from what I can see.",[],B00UH8KUMS,B00UH8KUMS,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1434660130000,0,True
5.0,Simple and works,"Fits and stays in vent while holding a moto x with an otter box. The magnet is still very strong through the case. For the price, it's hard to beat and I would recommend to anyone who can spare to lose an air vent.",[],B00OJE1SG8,B07C54VTKV,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1427591745000,1,True
5.0,Better than the straight original.,Better than the straight original because wire doesn't break when used a lot in portrait alignment.,[],B07QXRN62Q,B07QWRVFCB,AEAUZK2OLWXD75AWJOCCGGCL3H2A,1596029771117,0,True
5.0,Perfect,It was perfect,[],B07SPZ7WMC,B085ZY4L3L,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,1612034170395,0,True
5.0,Fast,Fast charging,[],B085HFJCKW,B085HFJCKW,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,1606084321645,0,True
5.0,Great Band,Great band. Fits perfectly and adjustable.,[],B0117MD8NA,B07LBCWZ2N,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1583949112740,0,True
5.0,Awesome product,Works great!,[],B00JRGOKQ8,B00JRGOKQ8,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1449795457000,0,True
5.0,Great product,"Great case. Stylish, durable and not bulky.",[],B00LOYNJ2C,B07C3P4M89,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432345302000,0,True
2.0,A bit complicated to apply. Requires spraying adhesive on ...,A bit complicated to apply. Requires spraying adhesive on a cloth in order to apply to watch face. Instructs you to wait a few days before all the air bubbles dry. Did not want to put something so permanent on my new Apple watch.,[],B00NG1HS0K,B00NG1HS0K,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1432341709000,0,True
5.0,Yeah  okay,"Adorable, and good quality. the service was on time and easy.",[],B07H6WFXJ5,B07H6WFXJ5,AHVC23XPR4J63SSNSIRNG4H6AEWQ,1540349700671,0,True
5.0,Five Stars,"Yep, this is what I expected",[],B01CE4BPKS,B07K6J2WPN,AHVC23XPR4J63SSNSIRNG4H6AEWQ,1495246335000,1,True
1.0,Buyer BEWARE!!,"This product is cheaply made, some of the parts are missing, and the directions do not help at all. The product is not as represented both in the description and what I received is nothing like what i see in many of the customer photos. It would cost me more to return this than I paid for it, so in the trash it's going.",[],B07W3MY3K1,B07WL84BCC,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,1615589329739,0,True
5.0,Excellent,"This product works perfectly and the price is amazing. I already ordered a second one so I can have one in the living room and one on my nightstand in my bedroom. Great product, works as advertised.",[],B079KZ49PJ,B07P9S6R9Y,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,1561915400876,0,True
4.0,Well made,It was ok wasn't what I wanted. Endy up ordering a different  one.,[],B07BRL1N66,B07BRL1N66,AHBHMMUTJ5W3SZUHVKUP35ZYKUHA,1583639334096,0,True
5.0,It nice to have a place for cards,It was a gift.  She liked it.,[],B072TWQGC4,B072TWQGC4,AHBHMMUTJ5W3SZUHVKUP35ZYKUHA,1566242121849,0,True
5.0,It holds your cards and pictures,My sister love it butter then any I have give her.,[],B07BFNJX9W,B07C98WKRX,AHBHMMUTJ5W3SZUHVKUP35ZYKUHA,1555714366876,0,True
1.0,Returning as soon as I can.,"I absolutely do not like this phone. Screen is small and phone is slow, laggy and won't charge while plugged in. I knew this was not an expensive phone but I didn't think it would be this bad.",[],B07WLLLTNZ,B07WLLLTNZ,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,1649706650086,0,True
5.0,Very nice,Nice phone with decent sized screen. Charges fast. You can also use a simple mobile sim card in this phone. Good phone for people who don't enjoy frills and thrills,[],B08J4JYD47,B08J4JYD47,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,1647645304652,2,True
5.0,Five Stars,Wrks great to power up my Kindle Fire.  Great price and arrived quickly.,[],B00H9W6X4E,B07TJ2H9JB,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1435699462000,0,True
5.0,excellent product,perfect for what I needed does take some moving around to getting it charged with case on,[],B07WYCJLS7,B0BW8D4VC2,AHWWLSPCJMALVHDDVSUGICL6RUCA,1673301265927,0,True
5.0,"Love, love  and I get so many compliments!",Love this.....it's amazing and haven't lost any gems.  When others see it they want it!  So I tell them where to buy it!!!!,[],B07P9544RP,B09JSXJ7X3,AGBUJDDLRJIUJFTKPABJT6CJTHRQ,1576168322121,1,True
5.0,Was a gift and it was loved,"I purchased this as a gift, she loved it.  Especially the hat on the yoga kitty.  It is very cute and useful too.",[],B07KVF1BT8,B07F9NWV45,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1567786749793,2,True
1.0,Not a solid purchase,"Refurbished so I expected it to work well but it gives me trouble on and off.  Trouble in terms of dropping out going calls, many times it won't send my text messages and there are times I have learned of missed calls coming in which isn't good when you use this as your only phone.  I realize I saved some money on getting the refurbished model to replace my original but am now thinking I have to spend the money to get something that would be really reliable on a consistent basis.  I don't blame the folks who refurbished it because it probably worked for them when testing it out.",[],B00THPVPQW,B00THPVPQW,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1497461526136,1,True
5.0,Love it,Very nice to use.  In fact I only bought one and will need to purchase more because my family fights over it....which is nice.  Just wish it came in a better assortment of colors.,[],B00ILGTQXM,B00ILGTQXM,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1484578547000,1,True
4.0,Good purchase,"I like this virgin phone, it's held up very well and is easy to use.  It's hard to find much variety in the virgin phones anymore that don't have some form of contract so that's the only downside.",[],B004Y075QY,B004Y075QY,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1350319477000,0,True
5.0,Five Stars,awesome bracket! really am pleased!,[],B014DWZHRQ,B08FFYDFR4,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1532071420446,0,True
2.0,WRONG CABLE... DID NOT USE.. ...,WRONG CABLE. . .DID NOT USE. . .,[],B002AUHDZI,B002AUHDZI,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411381008000,0,True
5.0,Five Stars,It works great!!!!,[],B077GVWVK2,B077GVWVK2,AF4BOHAQZZBMDYP7B6IWIKQNHTCA,1525040589301,1,True
5.0,Great case,"Quick delivery, outstanding quality and looks fantastic!!",[],B07BYTXFKT,B07BYPFBJ5,AFOXGPLG5WFK3D3ALTCXFQNPWZPQ,1554909771447,0,False
2.0,I wouldn’t buy again,I didn’t like this product because water got inside.,[],B09J3171Y4,B09YLZXLWN,AFFR7R7ADZWGXB57TLBOHHSFC53A,1673987079443,0,True
3.0,but I liked it.,"Broke the first day I got it, but I liked it.",[],B00HM8V9SK,B00HM8V9SK,AFO6QN6ICKWUFQV3UEWK5EECIQTQ,1437787304000,0,True
3.0,"Not so crazy cool, but works for now until I decide to ...","Doesn't cover the entire screen, does its job of being a reflective surface, however you get what you pay for when it comes to this. Not so crazy cool, but works for now until I decide to buy another one.",[],B00O2HJNJG,B00O2HJNJG,AFO6QN6ICKWUFQV3UEWK5EECIQTQ,1429587433000,0,True
3.0,not for protective wear in the slightest but still a cool parlor trick,"You get what you pay for, not for protective wear in the slightest but still a cool parlor trick.",[],B00P3BSDOG,B00P3BSDOG,AFO6QN6ICKWUFQV3UEWK5EECIQTQ,1429586947000,0,True
1.0,Got it in the mail and was way too excited ...,"Got it in the mail and was way too excited to use it, I usually only get 10% charged on my phone and the thing is done.",[],B00IYL5NVS,B00IYL5NVS,AFO6QN6ICKWUFQV3UEWK5EECIQTQ,1418849496000,0,True
3.0,"but it's a very sturdy, bulky case","Wouldn't buy it again, but it's a very sturdy, bulky case. Kickstand is somewhat useful. Case is nice and sharp looking. Wished the front part extended above the screen of my phone, so I wouldn't have to worry about scratches. 3/5.",[],B00KKRRT0C,B00KKRRT0C,AFO6QN6ICKWUFQV3UEWK5EECIQTQ,1417763405000,0,True
5.0,Pretty,I like the design & the weight of the case feels comfortable,[],B075G6V9D3,B0C46FWSFN,AET3VOB7PYHAKDAPEDTFGPSEE6QQ,1544551095195,0,True
1.0,One Star,Fell apart right away.  Clamps get in the way of the buttons on iPhone 5,[],B00EYNRJOE,B00EYNRJOE,AET3VOB7PYHAKDAPEDTFGPSEE6QQ,1409721104000,0,True
5.0,Great protection,Have bought this brand for a few years. I have had my current one on for 2 years. Bought these for my husband’s upgrade,[],B095RTJH1M,B095RTJH1M,AH4MB6HER73XDOV6I4ICPNT24YQQ,1651627540893,0,True
1.0,Forever Lost…,"Within 2 weeks of using it fell off the phone at some point and now is lost, forever I suppose. I like the way it felt while using for holding phone and loved how it worked as a stand but magnet did not hold sadly.",[],B09B3FDTJR,B09JSS5V6P,AHFY2QSS6PK5MHSYZFI6TXUYNPLQ,1643469993017,0,True
5.0,It’s durable,The pictures aren’t clear,[],B00Z7TXGC8,B09GJCZ13C,AGMJ3EMDVL6OWBJF7CA5RGJLXN5A,1549398523227,0,True
1.0,Worthless:  Does not hold the phone in place.,"Ok, it's attractive and I liked that it had slots for credit cards.  But it doesn't actually hold your phone in place.  Which, by definition, is what a case is for.",[],B089FC8S1Q,B089FCB4VD,AEZGPLOYTSAPR3DHZKKXEFPAXUAA,1612047849155,0,True
1.0,Barely lasted two months.,Stopped working pretty quickly.,[],B00UCZGS6S,B00UCZGS6S,AHCPZDDPHJE3G7M6ST5WGRPLXHOA,1650590678172,0,True
5.0,Great case,Durable.  Just what I needed.,[],B094JD5G34,B094JDBYDR,AHCPZDDPHJE3G7M6ST5WGRPLXHOA,1631912805512,0,True
3.0,Too slippery,Too slippery.  I dropped my phone constantly.  Had too get something different.,[],B08GS7QV6D,B08GQHJXG7,AHCPZDDPHJE3G7M6ST5WGRPLXHOA,1631912671493,0,True
5.0,Will recommend,Unique & pretty. Nice sizing abilities with the chain.,[],B076HNKY9N,B076HNKY9N,AEWJXW46LKSW22FWTGRYTLNE7TGA,1515884243625,0,True
5.0,Very diverse,"Very diverse. Bought as gifts, they liked them. Some use at desk, some are using in their cars.",[],B00P8XBNQY,B00P8XBNQY,AEWJXW46LKSW22FWTGRYTLNE7TGA,1515883477778,0,True
5.0,ITS FAST AND DO THE JOB!!,I like what it do fast in do the Job!!  I got my friends  buying it  how it sits and charge  without  plugging it in. You have to check it out!,[],B06XXZK99F,B084VNCBNZ,AFUZ5E7QAHSVTLIY253GFAYZPN2Q,1620504196829,0,True
4.0,Seein is believing that's only proof by one you'll see yourself the durrance long lasting You has,Really nothing I don't have to charge in a couple of days last that law such energy such power I should this a long time ago,[],B07MW7ZQVN,B07MW7ZQVN,AFUZ5E7QAHSVTLIY253GFAYZPN2Q,1611422480932,0,True
2.0,"So frustrating, nice when it works","I had one that lasted for about a year. I bought another when that one suddenly stopped working. The second unit quit before I had it for two months. The third unit also quit before the two month mark. This is so handy and nice when it works, but they sure don’t last long. We do not use this excessively. It is usually used to charge two iPads and sometimes a phone overnight. I’d say pass on this unless you are okay spending $50 for two months of use.",[],B07SBPZ86W,B084JC91M4,AHXBL3QDWZGJYH7A5CMPFNUPMF7Q,1650242204589,0,True
1.0,Piece of crap,Arrived broken and is the wrong size even though it clearly says it will fit the phone. I would not recommend this.,[],B004L08BAG,B004L08BAG,AHXBL3QDWZGJYH7A5CMPFNUPMF7Q,1522885335838,0,True
5.0,great case,Bought this for my son for his birthday. He loves it!,[],B00T6PKDAC,B00T6PKDAC,AHXBL3QDWZGJYH7A5CMPFNUPMF7Q,1457280822000,0,True
2.0,no good,awful case for protection. Very pretty to look at but would not suggest,[],B085G326QJ,B085G326QJ,AGMXMZWCPYOPWYT3AGRU25Y7QLOQ,1591475363847,0,True
5.0,Awesome,Great case,[],B0772G8FTK,B08CBVHHHX,AGMXMZWCPYOPWYT3AGRU25Y7QLOQ,1540320418298,0,True
5.0,Room  for all my cards,Great replacement for a wallet. The phone case itself is removable from the base of the wallet. The magnetic hold of the phone is strong and sturdy,[],B08CR695PP,B08M3G4H3K,AGPR2UDFIJJCBA3EKFEEAJBWKROQ,1641591170067,0,True
1.0,One Star,Crap,[],B00LKP2YWQ,B07CJXFXGC,AGPR2UDFIJJCBA3EKFEEAJBWKROQ,1455295628000,0,True
5.0,Screen protectors,"As long as you follow the directions EXACTLY, it’s easy to apply",[],B08M636GG3,B08M636GG3,AHOEIYJJHZ7ITX75BOFQYNXVVJQQ,1677845517223,0,True
5.0,Screen protector,"The screen protector is complicated to put on, but if you follow the instructions EXACTLY it is easy and works perfectly. Just don’t skip any steps or jump ahead, thinking you know what to do. Just read it and follow the directions in order",[],B07QQZDZ6N,B0BST1WHNG,AHOEIYJJHZ7ITX75BOFQYNXVVJQQ,1659508145365,0,True
5.0,No Bubbles,"Great system for application.  It actually went on easy, straight and with NO BUBBLES.  JETech perfected this system.",[],B013DDMPXK,B0BQ2H896H,AHOEIYJJHZ7ITX75BOFQYNXVVJQQ,1643906617488,0,True
5.0,Renewed Perfection,"I bought a renewed  iPhone 8 and OMG it is beautiful.  The only way anyone could know that it was reconditioned was by the white box it came in.  No scratches,  dents, cracks or any  imperfections.  I did upgrade to Excellent condition, but I never thought it would be so nice.  THANK YOU!!!!!",[],B07FZR6VH8,B0921JG3RC,AHOEIYJJHZ7ITX75BOFQYNXVVJQQ,1643906098659,0,True
5.0,KEZiHOME CASE,Beautiful & functional,[],B08K34Z486,B08K34Z486,AHOEIYJJHZ7ITX75BOFQYNXVVJQQ,1620265145114,0,True
5.0,"Fast Charging, ANDOBIL, wireless, cup holder, car charger",The bendable arm is extra sturdy & the clips that hold the phone in place seem to be strong & easy to use,[],B08T95LBMF,B08T95LBMF,AHOEIYJJHZ7ITX75BOFQYNXVVJQQ,1620264886453,2,True
1.0,Terrible waste of money,This case is terrible. It looks terrible because it is see through it is all nearly IMPOSSIBLE to take the case off. Please do not buy.,[],B009GB19KY,B009GB19KY,AGMF7G6Y5WX4WXHQUZXSBWZHEJIQ,1356567092000,0,False
5.0,Husband's phone purse,Ordered for husband he likes to carry all his cards and money instead of ell and wallet. Works good. Looks like a woman's wallet but he likes it I like teasing him. Good quality product,[],B08ML8Q8WH,B08HWTDRV3,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1642724330057,0,True
5.0,Fit!,This cover for my phone and seems to stay in place with no issues.,[],B07XKD4QZJ,B07WSHG48C,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1630752791414,0,True
3.0,"Could be good, not for me tho","This product did not fit my smart watch, returned, no problems returned money fast.",[],B07BLVTHJL,B07BLVTHJL,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1582476731653,0,True
2.0,Very nice bands,"These bands did not fit my fitness watch but I so wished they could have, they were super nice , soft and great colors. Returned. Fast and convenient returns!",[],B07WYWRDYF,B07WYWRDYF,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1582460171373,0,True
5.0,Works great,All was good worked as expected,[],B0781Z6MYV,B0781Z6MYV,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1565309118491,0,True
5.0,Very nice,"Purchased for my husband, he loves it and its made good, looks nice",[],B07HGTYRGX,B07HGTYRGX,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1565308749832,0,True
1.0,Don't buy L G cell phones,"This phone was used very few times, after four months good service it went dead.  I called the company, it was still under warranty, but I just got a run around.  I wasted about five hours trying phone calls (and yes, it has been recharged) I was told to mail it back to the company, which I did, and it came back still not working.  I would suggest you never buy an LG product.  I am 83 years old and disabled and returning it to the store is not an option.  I bought it online and now I am stuck.  Carol Jones.  Carol19321@gmail.com",[],B00O15MXQY,B06XPZ91TY,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1442351309000,4,False
4.0,Good watch band for the price,Good band for the price.,[],B07RGHW1LL,B0C145R812,AHUVQ4UNB2JGV6MY4ZT75SZLPUBQ,1658349331205,0,True
5.0,otter box,Great love the non clunky look.,[],B00Z7S5230,B00Z7S5230,AF232QQ7UDHGQOVR6LZ3X7ZVQ3ZA,1504973131932,0,True
1.0,"Super fragile, and no warranty support!","I have gone through 3 sets of these in 2 months, that's 6 protectors.<br />The company doesn't respond and they are just too fragile. One set didn't adhere at all and just fell off, luckily I was able to return that one. But there are so fragile. One broke while playing a game tapping on the screen.<br /><br />Do not buy this brand",[],B0BGHNQNPC,B09TZQDTLQ,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,1673202172768,0,True
3.0,Seems to protect well enough but breaks if you breath in it,Works well with fingerprint reader and touch screen. But it breaks super easy. Also the first set I got didn't stick to the screen and just popped off like the glue was old.,[],B0BC1R1LLF,B0BC1R1LLF,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,1668104013106,0,True
2.0,Broke 3rd time I used it,The USB port just broke loose the 3rx time I used it. Cheaply built. I'll stick with a basic charger.,[],B08QF5LL8Y,B0BX6DQJKH,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,1666302132667,2,True
5.0,Nice texture and feel. Compliments pixel 6 pro well.,"Very happy with this case. I tried several others including other Spigen cases, and this was my favorite.",[],B0964G4TLW,B0964FM6D3,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,1638908399141,0,True
2.0,Too cheap for such a nice phone,"I had this same case on my pixel 3 and loved it. However something about the pixel 6 just feels too nice to have such a cheap case. Spigen is great and I have a different model on my pixel 6 pro, but this one just looked and felt cheap on it.",[],B0964GCFRY,B0964JVN31,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,1638908339158,1,True
5.0,More durable than expected,Beautiful paint and stays on very well. Seems durable and protective.,[],B07XF34VRB,B07XH1QWJ7,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,1611191271232,0,True
2.0,Caution,"Was difficult to get on my iPhone 14 plus.  Once it was on the phone, the touch screen didn’t work properly.  It would take multiple “.touches “ to get the screen to recognize the “touch”.<br /><br />It appears that this case would be protective.  It isn’t flimsy.  It looked nice.<br /><br />Very difficult to remove.",[],B0B7N9MFNV,B0B7N6BZ2G,AHREXOGQPZDA6354MHH4ETSF3MCQ,1672507312804,0,True
5.0,Pretty,Better than expected.  Very nice looking case.  Quality materials.  Fit my iPhone 14 plus perfectly.,[],B0B8WR5NNP,B0C5BG1MDQ,AHREXOGQPZDA6354MHH4ETSF3MCQ,1670342646896,1,True
2.0,"Well, it’s a case","This is a thin, cheap case.  It was inexpensive, so I shouldn’t be surprised.  The back is just thin plastic.  It is clear, I thought it would be black.  The edges of the case are a bit thicker.  I doubt this is very protective.  It does fit the Apple phone 8 plus, perfectly.",[],B01KF3BQD6,B096Z37B7R,AHREXOGQPZDA6354MHH4ETSF3MCQ,1669693081775,0,True
5.0,A tad small,"I have purchased a couple watch bands recently and they had the same issue.  They weren’t long enough.  The band was closed on the largest setting.  If my wrist was a tad larger, the band would not have fit. I am not a large woman.<br /><br />The band itself, was nice.",[],B09J1GF3CQ,B09J1GF3CQ,AHREXOGQPZDA6354MHH4ETSF3MCQ,1638849323901,0,True
4.0,A bit small,The band is nice looking and well made.  It should be a bit larger.  It almost didn’t fit my wrist.  I am an averaged sized woman.,[],B08CBRYQJ6,B08CBRYQJ6,AHREXOGQPZDA6354MHH4ETSF3MCQ,1638849139372,0,True
4.0,A bit small,"This is a nice looking watch band.  I was mostly pleased with the purchase.  The band could be a bit larger.  It almost didn’t fit my wrist.  If it was any smaller, it wouldn’t have fit.  I am not an extremely large women, either.  I am average.",[],B07R7ZP7ZZ,B07RCB37LP,AHREXOGQPZDA6354MHH4ETSF3MCQ,1638848965588,0,True
5.0,Great idea,"A charger for both your iPhone and Apple Watch?  Great idea!  Cuts down on the amount of chargers you must have in your house or for traveling.  Great to take to work, in case something needs charged.  Great for traveling.",[],B093WX8LHX,B093WX8LHX,AHREXOGQPZDA6354MHH4ETSF3MCQ,1629390520645,2,True
5.0,I love the colors,"It’s a nice watch band.  Pretty.  I love the colors.  Getting the band adjusted is a bit confusing at first.  The latch mechanism is also confusing.  One everything is figured out, it is a nice purchase.",[],B094VCMCVZ,B094VCMCVZ,AHREXOGQPZDA6354MHH4ETSF3MCQ,1625006955420,0,True
5.0,Cute case,"Quick shipping!  I opened the package and there were two protectors.  One leopard print, the other clear.  I am sure the listing states that, but I guess I didn’t pay attention.<br /><br />Enclosed in the box are two sets of packets.  One to clean the screen and one to dry it.  The protectors have a film on the back to protect them.  It comes off easily.<br /><br />I love the leopard print case.  I wore it for a few days after receiving it.<br /><br />The cases are easy to put on and easy to remove.  They do not cause the touchscreen to not work.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1TIQzTj1qS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1TIQzTj1qS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1TIQzTj1qS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08VJ71SFR,B08VHWV56Q,AHREXOGQPZDA6354MHH4ETSF3MCQ,1620104631809,0,True
